v_y	closest approach
11074.000000	111293384.770549
11075.000000	108941066.448319
11076.000000	106538107.944711
11077.000000	104081807.601762
11078.000000	101569148.879885
11079.000000	98996730.865701
11080.000000	96360685.254982
11081.000000	93656587.919225
11082.000000	90879310.395321
11083.000000	88022845.856800
11084.000000	85080067.182296
11085.000000	82042389.635803
11086.000000	78899291.477424
11087.000000	75637598.905229
11088.000000	72240418.906449
11089.000000	68685389.051150
11090.000000	64941743.727024
11091.000000	60964834.951725
11092.000000	56684774.753642
11093.000000	51977987.183066
11094.000000	46565626.842662
11095.000000	2201362.091906
11097.000000	3612830.042987
11098.000000	5708935.447767
11099.000000	6371433.520468
11100.000000	5850333.463190
11101.000000	4805473.455842
11102.000000	3656585.894331
11103.000000	2580082.825419
11112.000000	2374449.213808
11113.000000	3627939.262566
11114.000000	5122180.658770
11115.000000	6390357.758171
11116.000000	8134120.734312
11117.000000	6381578.736961
11118.000000	6386744.537943
11119.000000	7224597.002034
11120.000000	6796387.685413
11121.000000	6524884.207330
11122.000000	6395706.115813
11123.000000	6388809.729240
11124.000000	6485956.378343
11125.000000	6672001.438262
11126.000000	6934883.293608
11127.000000	7264634.934742
11128.000000	7652837.267676
11129.000000	8092389.837471
11130.000000	8576991.603624
11131.000000	8186711.775488
11132.000000	7638918.382574
11133.000000	7215820.213813
11134.000000	6896741.010041
11135.000000	6665384.099541
11136.000000	6508741.172643
11137.000000	6416217.276225
11138.000000	6379337.365614
11139.000000	6391413.900271
11140.000000	6446733.280551
11141.000000	6540557.490910
11142.000000	6669053.269418
11143.000000	6828896.097055
11144.000000	7017216.087168
11145.000000	7231483.477386
11146.000000	7469424.334100
11147.000000	7729145.161341
11148.000000	8008827.384998
11149.000000	8306801.346805
11150.000000	8621630.590748
11151.000000	8951996.295569
11152.000000	9296634.105728
11153.000000	9654436.797275
11154.000000	10024279.032390
11155.000000	25759905.653708
11156.000000	26478331.828674
11157.000000	27194460.686708
11158.000000	27908195.444942
11159.000000	28619403.052715
11160.000000	29327994.106433
11161.000000	30033933.376426
11162.000000	30737117.734128
11163.000000	31437535.695535
11164.000000	32135096.540123
11165.000000	32829806.126294
11166.000000	33521611.291581
11167.000000	34210500.484047
11168.000000	34896458.301297
11169.000000	35579472.644107
11170.000000	36259502.966913
11171.000000	36936581.553542
11172.000000	37610688.528433
11173.000000	38281839.879965
11174.000000	79239633.750061
11175.000000	79926592.878190
11176.000000	80606813.247138
11177.000000	81280470.993216
11178.000000	81947738.956793
11179.000000	82608765.619709
11180.000000	83263721.576859
11181.000000	83912746.810924
11182.000000	84555983.513202
11183.000000	85193577.133495
11184.000000	85825638.594732
11185.000000	86452310.449165
11186.000000	87073712.972828
11187.000000	87689958.399561
11188.000000	88301157.100950
11189.000000	88907421.919520
11190.000000	89508857.975321
11191.000000	90105563.988895
11192.000000	90697642.570821
11193.000000	91285173.771802
11194.000000	91868268.175111
11195.000000	92446994.658030
11196.000000	93021448.048783
11197.000000	93591707.587586
11198.000000	94157848.197674
11199.000000	94719964.578261
11200.000000	95278105.553714
11201.000000	95832363.479211
11202.000000	96382801.783183
11203.000000	96929486.525778
11204.000000	97472486.281182
11205.000000	98011872.026499
11206.000000	98547679.445339
11207.000000	99080001.698820
11208.000000	99608876.985715
11209.000000	100134364.820270
11210.000000	100656526.374245
11211.000000	101175415.525465
11212.000000	101691077.921118
11213.000000	102203563.109807
11214.000000	102712939.389562
11215.000000	103219224.572823
11216.000000	103722493.388869
11217.000000	104222783.743030
11218.000000	104720130.133183
11219.000000	105214584.276713
11220.000000	105706187.064008
11221.000000	106194974.162583
11222.000000	106680995.455856
11223.000000	107164297.697476
11224.000000	107644890.380321
11225.000000	108122846.362811
11226.000000	108598169.901972
11227.000000	109070915.869374
11228.000000	109541118.110206
11229.000000	110008807.557056
11230.000000	110474016.266047
11231.000000	110936777.377041
11232.000000	111397125.075560
11233.000000	111855094.556327
11234.000000	112310702.096175
11235.000000	112763987.053909
11236.000000	113214984.180268
11237.000000	113663708.802138
11238.000000	114110196.649947
11239.000000	114554482.277603
11240.000000	114996579.058541
11241.000000	115436513.841521
11242.000000	115874319.851612
11243.000000	116310021.106197
11244.000000	116743642.386997
11245.000000	117175209.215623
11246.000000	117604735.803349
11247.000000	118032248.348247
11248.000000	118457781.143071
11249.000000	118881350.964371
11250.000000	119302967.131612
11251.000000	119722675.377652
11252.000000	120140469.273122
11253.000000	120556390.202602
11254.000000	120970461.035027
11255.000000	121382673.738100
11256.000000	121793072.626583
11257.000000	122201673.875290
11258.000000	122608494.208042
11259.000000	123013550.881659
11260.000000	123416861.670555
11261.000000	123818444.851841
11262.000000	124218319.190963
11263.000000	124616503.927840
11264.000000	125013018.763456
11265.000000	125407863.041137
11266.000000	125801066.341655
11267.000000	126192656.423338
11268.000000	126582620.844424
11269.000000	126971001.788239
11270.000000	127357796.931526
11271.000000	127743037.899800
11272.000000	128126715.864041
11273.000000	128508873.297754
11274.000000	128889505.152917
11275.000000	129268624.928743
11276.000000	129646259.034913
11277.000000	130022418.400515
11278.000000	130397114.307690
11279.000000	130770357.434057
11280.000000	131142156.696090
11281.000000	131512532.577912
11282.000000	131881497.675910
11283.000000	132249060.432693
11284.000000	132615231.173097
11285.000000	132980026.585065
11286.000000	133343460.469804
11287.000000	133705546.908953
11288.000000	134066300.257697
11289.000000	134425704.659065
11290.000000	134783799.624542
11291.000000	135140602.026757
11292.000000	135496083.634850
11293.000000	135850299.029174
11294.000000	136203229.194380
11295.000000	136554905.058409
11296.000000	136905317.240885
11297.000000	137254502.965257
11298.000000	137602432.555892
11299.000000	137949154.145880
11300.000000	138294663.586979
11301.000000	138638955.565274
11302.000000	138982061.808993
11303.000000	139323989.055189
11304.000000	139664738.022875
11305.000000	140004309.996810
11306.000000	140342727.778682
11307.000000	140679998.923601
11308.000000	141016131.181666
11309.000000	141351132.493655
11310.000000	141685010.986853
11311.000000	142017774.970961
11312.000000	142349432.934138
11313.000000	142679993.539135
11314.000000	143009465.619529
11315.000000	143337858.176058
11316.000000	143665180.373048
11317.000000	143991427.990585
11318.000000	144316613.098907
11319.000000	144640753.034666
11320.000000	144963857.588150
11321.000000	145285923.263085
11322.000000	145606949.853747
11323.000000	145926968.071210
11324.000000	146245972.253123
11325.000000	146563958.448617
11326.000000	146880964.553424
11327.000000	147196955.653471
11328.000000	147511978.192948
11329.000000	147826009.747894
11330.000000	148139080.326113
11331.000000	148451172.942275
11332.000000	148762324.185535
11333.000000	149072499.510295
11334.000000	149381748.520863
11335.000000	149690045.708013
11336.000000	149997409.069380
11337.000000	150303858.520036
11338.000000	150609371.494794
11339.000000	150913969.088369
11340.000000	151217666.239281
11341.000000	151520466.823912
11342.000000	151822348.989668
11343.000000	152123344.133910
11344.000000	152423457.511472
11345.000000	152722693.431699
11346.000000	153021056.308220
11347.000000	153318550.657005
11348.000000	153615172.393994
11349.000000	153910934.516664
11350.000000	154205844.734798
11351.000000	154499907.951335
11352.000000	154793129.162556
11353.000000	155085513.456376
11354.000000	155377066.010704
11355.000000	155667792.091810
11356.000000	155957697.052744
11357.000000	156246786.331788
11358.000000	156535054.193350
11359.000000	156822513.244260
11360.000000	157109170.981058
11361.000000	157395033.171467
11362.000000	157680105.661133
11363.000000	157964394.372258
11364.000000	158247895.211676
11365.000000	158530604.613506
11366.000000	158812546.025881
11367.000000	159093725.667291
11368.000000	159374137.951186
11369.000000	159653773.796429
11370.000000	159932664.530897
11371.000000	160210812.882661
11372.000000	160488186.837416
11373.000000	160764832.958848
11374.000000	161040742.437250
11375.000000	161315900.025809
11376.000000	161590347.644973
11377.000000	161864045.175716
11378.000000	162137033.678509
11379.000000	162409296.786551
11380.000000	162680844.918211
11381.000000	162951684.254602
11382.000000	163221811.245893
11383.000000	163491237.961480
11384.000000	163759963.512986
11385.000000	164027989.242451
11386.000000	164295333.509461
11387.000000	164561970.355989
11388.000000	164827945.386761
11389.000000	165093214.454506
11390.000000	165357817.691808
11391.000000	165621755.556219
11392.000000	165885000.216186
11393.000000	166147593.919752
11394.000000	166409528.236003
11395.000000	166670782.069052
11396.000000	166931391.751549
11397.000000	167191359.070238
11398.000000	167450655.467567
11399.000000	167709308.013276
11400.000000	167967325.608522
11401.000000	168224710.239546
11402.000000	168481443.458285
11403.000000	168737539.954192
11404.000000	168993011.470714
11405.000000	169247860.181881
11406.000000	169502088.307501
11407.000000	169755696.506308
11408.000000	170008670.886977
11409.000000	170261033.336134
11410.000000	170512786.247880
11411.000000	170763932.058823
11412.000000	171014473.247465
11413.000000	171264412.333585
11414.000000	171513751.877645
11415.000000	171762494.480198
11416.000000	172010642.781313
11417.000000	172258199.460006
11418.000000	172505167.233676
11419.000000	172751548.857569
11420.000000	172997347.124230
11421.000000	173242564.862974
11422.000000	173487204.939370
11423.000000	173731270.254724
11424.000000	173974763.745590
11425.000000	174217688.383256
11426.000000	174460047.173274
11427.000000	174701843.154983
11428.000000	174943079.401029
11429.000000	175183759.016914
11430.000000	175423885.140539
11431.000000	175663455.859943
11432.000000	175902463.042542
11433.000000	176140924.654005
11434.000000	176378843.959053
11435.000000	176616224.252641
11436.000000	176853068.859540
11437.000000	177089373.629518
11438.000000	177325125.668276
11439.000000	177560350.496444
11440.000000	177795051.555622
11441.000000	178029232.315269
11442.000000	178262868.774771
11443.000000	178495980.099386
11444.000000	178728580.030574
11445.000000	178960672.147017
11446.000000	179192219.410375
11447.000000	179423261.012418
11448.000000	179653804.030609
11449.000000	179883824.430881
11450.000000	180113330.935674
11451.000000	180342348.321121
11452.000000	180570852.311401
11453.000000	180798847.655111
11454.000000	181026363.568594
11455.000000	181253362.325871
11456.000000	181479871.121978
11457.000000	181705904.923068
11458.000000	181931415.790888
11459.000000	182156463.304481
11460.000000	182381010.759639
11461.000000	182605075.988685
11462.000000	182828669.600128
11463.000000	183051762.202508
11464.000000	183274406.262187
11465.000000	183496536.076154
11466.000000	183718225.659544
11467.000000	183939412.103932
11468.000000	184160155.477643
11469.000000	184380405.135317
11470.000000	184600212.566954
11471.000000	184819530.366293
11472.000000	185038412.288823
11473.000000	185256803.330932
11474.000000	185474770.338674
11475.000000	185692239.893252
11476.000000	185909286.997912
11477.000000	186125856.239300
11478.000000	186341988.857105
11479.000000	186557668.869467
11480.000000	186772892.676503
11481.000000	186987694.591044
11482.000000	187202015.418385
11483.000000	187415919.090277
11484.000000	187629374.341075
11485.000000	187842382.859033
11486.000000	188054976.477470
11487.000000	188267106.561061
11488.000000	188478813.186403
11489.000000	188690107.337523
11490.000000	188900934.221075
11491.000000	189111349.863459
11492.000000	189321355.620513
11493.000000	189530901.725544
11494.000000	189740037.770682
11495.000000	189948766.677422
11496.000000	190157054.864219
11497.000000	190364923.157726
11498.000000	190572387.212507
11499.000000	190779440.765196
11500.000000	190986053.597138
11501.000000	191192265.237662
11502.000000	191398076.381709
11503.000000	191603477.939987
11504.000000	191808450.028697
11505.000000	192013024.858450
11506.000000	192217203.187411
11507.000000	192420985.789345
11508.000000	192624344.008597
11509.000000	192827302.852417
11510.000000	193029869.433557
11511.000000	193232044.585615
11512.000000	193433829.156956
11513.000000	193635203.819299
11514.000000	193836180.649490
11515.000000	194036770.578002
11516.000000	194236974.509862
11517.000000	194436793.364087
11518.000000	194636228.073541
11519.000000	194835273.741064
11520.000000	195033920.357234
11521.000000	195232186.750873
11522.000000	195430073.907960
11523.000000	195627582.827607
11524.000000	195824714.521909
11525.000000	196021470.015814
11526.000000	196217850.346987
11527.000000	196413856.565671
11528.000000	196609489.734562
11529.000000	196804741.679469
11530.000000	196999619.972517
11531.000000	197194129.511786
11532.000000	197388271.407764
11533.000000	197582046.782760
11534.000000	197775456.770786
11535.000000	197968502.517432
11536.000000	198161185.179747
11537.000000	198353505.926127
11538.000000	198545465.936195
11539.000000	198737066.400683
11540.000000	198928308.521326
11541.000000	199119193.510749
11542.000000	199309722.592353
11543.000000	199499897.000211
11544.000000	199689717.978957
11545.000000	199879186.783680
11546.000000	200068304.679824
11547.000000	200257072.943080
11548.000000	200445492.859286
11549.000000	200633565.724326
11550.000000	200821292.844029
11551.000000	201008675.534072
11552.000000	201195715.119887
11553.000000	201382412.936558
11554.000000	201568770.328728
11555.000000	201754775.815963
11556.000000	201940441.765434
11557.000000	202125770.363054
11558.000000	202310762.991356
11559.000000	202495421.041975
11560.000000	202679745.915556
11561.000000	202863739.021672
11562.000000	203047401.778735
11563.000000	203230735.613910
11564.000000	203413741.963037
11565.000000	203596402.723742
11566.000000	203778733.884479
11567.000000	203960740.905683
11568.000000	204142425.257579
11569.000000	204323788.418660
11570.000000	204504831.875607
11571.000000	204685557.123207
11572.000000	204865940.429055
11573.000000	205046002.401537
11574.000000	205225749.688316
11575.000000	205405183.816359
11576.000000	205584306.320366
11577.000000	205763115.284640
11578.000000	205941583.024356
11579.000000	206119742.783651
11580.000000	206297596.127928
11581.000000	206475144.629975
11582.000000	206652385.590352
11583.000000	206829288.238759
11584.000000	207005889.803054
11585.000000	207182191.885337
11586.000000	207358196.094753
11587.000000	207533876.409166
11588.000000	207709244.057329
11589.000000	207884317.700102
11590.000000	208059098.974637
11591.000000	208233565.463126
11592.000000	208407717.525641
11593.000000	208581581.171623
11594.000000	208755158.065226
11595.000000	208928415.439939
11596.000000	209101370.697260
11597.000000	209274043.235154
11598.000000	209446431.889639
11599.000000	209618488.183400
11600.000000	209790265.850036
11601.000000	209961766.598792
11602.000000	210132954.819666
11603.000000	210303847.278223
11604.000000	210474466.987534
11605.000000	210644792.338747
11606.000000	210814809.426435
11607.000000	210984557.989304
11608.000000	211154023.002178
11609.000000	211323174.725697
11610.000000	211492062.203176
11611.000000	211660669.586579
11612.000000	211828966.117738
11613.000000	211997002.734585
11614.000000	212164755.370371
11615.000000	212332207.041838
11616.000000	212499403.182324
11617.000000	212666304.120898
11618.000000	212832921.422110
11619.000000	212999287.625962
11620.000000	213165340.081996
11621.000000	213331133.655181
11622.000000	213496663.396441
11623.000000	213661887.961951
11624.000000	213826868.598298
11625.000000	213991554.918729
11626.000000	214155972.921849
11627.000000	214320138.989041
11628.000000	214483998.091337
11629.000000	214647620.564304
11630.000000	214810948.702599
11631.000000	214974018.808201
11632.000000	215136829.438813
11633.000000	215299351.014372
11634.000000	215461643.386704
11635.000000	215623621.992915
11636.000000	215785372.521200
11637.000000	215946836.637720
11638.000000	216108049.259955
11639.000000	216268999.925109
11640.000000	216429678.618665
11641.000000	216590116.912483
11642.000000	216750265.693468
11643.000000	216910192.737003
11644.000000	217069815.659636
11645.000000	217229225.546718
11646.000000	217388333.770304
11647.000000	217547224.800485
11648.000000	217705825.355214
11649.000000	217864201.674765
11650.000000	218022295.819497
11651.000000	218180161.610712
11652.000000	218337750.642463
11653.000000	218495110.123100
11654.000000	218652195.376435
11655.000000	218809052.799152
11656.000000	218965635.645596
11657.000000	219121995.297401
11658.000000	219278077.144858
11659.000000	219433943.346580
11660.000000	219589525.638754
11661.000000	219744902.744515
11662.000000	219899986.960365
11663.000000	220054871.727666
11664.000000	220209467.010250
11665.000000	220363855.386207
11666.000000	220517971.755410
11667.000000	220671865.305304
11668.000000	220825507.228271
11669.000000	220978907.550751
11670.000000	221132079.525677
11671.000000	221284988.252257
11672.000000	221437694.807922
11673.000000	221590113.602476
11674.000000	221742333.862296
11675.000000	221894289.856056
11676.000000	222046022.143975
11677.000000	222197523.328712
11678.000000	222348769.387904
11679.000000	222499817.363351
11680.000000	222650582.000623
11681.000000	222801145.825509
11682.000000	222951466.447476
11683.000000	223101547.941315
11684.000000	223251429.251736
11685.000000	223401030.263580
11686.000000	223550434.084825
11687.000000	223699599.401768
11688.000000	223848524.976813
11689.000000	223997253.664590
11690.000000	224145711.271493
11691.000000	224293964.014358
11692.000000	224441999.717193
11693.000000	224589778.479010
11694.000000	224737361.091861
11695.000000	224884703.888112
11696.000000	225031814.926688
11697.000000	225178730.207091
11698.000000	225325388.620303
11699.000000	225471834.794936
11700.000000	225618085.633769
11701.000000	225764068.274198
11702.000000	225909852.536158
11703.000000	226055437.682067
11704.000000	226200757.478334
11705.000000	226345882.868865
11706.000000	226490807.572508
11707.000000	226635471.123580
11708.000000	226779940.771978
11709.000000	226924213.865367
11710.000000	227068224.357538
11711.000000	227212041.479255
11712.000000	227355665.257041
11713.000000	227499032.579076
11714.000000	227642200.473896
11715.000000	227785175.595148
11716.000000	227927911.433040
11717.000000	228070433.483300
11718.000000	228212763.358088
11719.000000	228354876.805094
11720.000000	228496756.473945
11721.000000	228638444.592576
11722.000000	228779941.218796
11723.000000	228921185.646430
11724.000000	229062235.577781
11725.000000	229203094.677502
11726.000000	229343737.430644
11727.000000	229484152.820527
11728.000000	229624378.065419
11729.000000	229764413.243773
11730.000000	229904213.050655
11731.000000	230043808.187217
11732.000000	230183213.977717
11733.000000	230322430.511991
11734.000000	230461402.064516
11735.000000	230600182.311596
11736.000000	230738774.055843
11737.000000	230877176.931532
11738.000000	231015335.550948
11739.000000	231153306.444886
11740.000000	231291089.722318
11741.000000	231428685.494925
11742.000000	231566045.260978
11743.000000	231703212.505968
11744.000000	231840193.062717
11745.000000	231976987.053391
11746.000000	232113563.599968
11747.000000	232249933.063568
11748.000000	232386116.808011
11749.000000	232522114.965672
11750.000000	232657923.610266
11751.000000	232793501.319071
11752.000000	232928894.317541
11753.000000	233064102.747989
11754.000000	233199126.755208
11755.000000	233333951.089930
11756.000000	233468559.562568
11757.000000	233602984.524378
11758.000000	233737226.129764
11759.000000	233871284.535539
11760.000000	234005147.110404
11761.000000	234138795.010960
11762.000000	234272260.659081
11763.000000	234405544.220879
11764.000000	234538645.864789
11765.000000	234671565.761559
11766.000000	234804265.780194
11767.000000	234936781.122588
11768.000000	235069115.705371
11769.000000	235201269.708231
11770.000000	235333243.313094
11771.000000	235465031.375693
11772.000000	235596605.696196
11773.000000	235728000.638604
11774.000000	235859216.393502
11775.000000	235990253.153637
11776.000000	236121111.113912
11777.000000	236251790.471362
11778.000000	236382260.403989
11779.000000	236512547.567701
11780.000000	236642657.192276
11781.000000	236772589.483030
11782.000000	236902344.647347
11783.000000	237031922.894672
11784.000000	237161324.436494
11785.000000	237290518.608305
11786.000000	237419535.242963
11787.000000	237548376.277683
11788.000000	237677041.931872
11789.000000	237805532.426919
11790.000000	237933847.986181
11791.000000	238061988.834973
11792.000000	238189950.260180
11793.000000	238317713.675943
11794.000000	238445303.526888
11795.000000	238572720.045903
11796.000000	238699963.467783
11797.000000	238827034.029200
11798.000000	238953931.968707
11799.000000	239080657.526709
11800.000000	239207210.945469
11801.000000	239333589.162482
11802.000000	239459774.692826
11803.000000	239585789.278732
11804.000000	239711633.169631
11805.000000	239837306.616749
11806.000000	239962809.873095
11807.000000	240088143.193450
11808.000000	240213306.834356
11809.000000	240338301.054106
11810.000000	240463126.112738
11811.000000	240587782.272012
11812.000000	240712269.795412
11813.000000	240836569.911820
11814.000000	240960702.327511
11815.000000	241084667.363734
11816.000000	241208465.290639
11817.000000	241332096.380047
11818.000000	241455560.905436
11819.000000	241578859.141935
11820.000000	241701991.366309
11821.000000	241824957.856955
11822.000000	241947758.893886
11823.000000	242070394.758730
11824.000000	242192865.734709
11825.000000	242315172.106639
11826.000000	242437314.160918
11827.000000	242559292.185515
11828.000000	242681105.555045
11829.000000	242802744.817164
11830.000000	242924221.377146
11831.000000	243045535.529067
11832.000000	243166687.568526
11833.000000	243287677.792640
11834.000000	243408506.500038
11835.000000	243529173.990848
11836.000000	243649680.566691
11837.000000	243770026.530669
11838.000000	243890212.187363
11839.000000	244010237.842814
11840.000000	244130103.804527
11841.000000	244249810.381453
11842.000000	244369357.883982
11843.000000	244488746.623943
11844.000000	244607976.914583
11845.000000	244727049.070570
11846.000000	244845963.407979
11847.000000	244964720.244285
11848.000000	245083319.898357
11849.000000	245201762.690444
11850.000000	245320048.942177
11851.000000	245438178.976556
11852.000000	245556153.117937
11853.000000	245673971.692037
11854.000000	245791635.025911
11855.000000	245909143.447959
11856.000000	246026497.287910
11857.000000	246143696.876817
11858.000000	246260742.547046
11859.000000	246377634.632279
11860.000000	246494373.467491
11861.000000	246610959.388960
11862.000000	246727392.734246
11863.000000	246843673.842192
11864.000000	246959803.052910
11865.000000	247075780.707786
11866.000000	247191607.149457
11867.000000	247307282.721820
11868.000000	247422807.770013
11869.000000	247538182.640413
11870.000000	247653407.680633
11871.000000	247768483.239507
11872.000000	247883409.667091
11873.000000	247998187.314653
11874.000000	248112816.534664
11875.000000	248227297.680797
11876.000000	248341631.107920
11877.000000	248455817.172082
11878.000000	248569856.230519
11879.000000	248683748.641634
11880.000000	248797494.765002
11881.000000	248911085.153542
11882.000000	249024527.388347
11883.000000	249137823.970578
11884.000000	249250975.264470
11885.000000	249363981.635397
11886.000000	249476843.449862
11887.000000	249589561.075492
11888.000000	249702134.881033
11889.000000	249814565.236345
11890.000000	249926852.512397
11891.000000	250038997.081253
11892.000000	250150999.316080
11893.000000	250262859.591132
11894.000000	250374578.281744
11895.000000	250486155.764338
11896.000000	250597592.416401
11897.000000	250708888.616494
11898.000000	250820029.290570
11899.000000	250931025.915993
11900.000000	251041882.781828
11901.000000	251152600.270894
11902.000000	251263178.767046
11903.000000	251373618.655178
11904.000000	251483920.321212
11905.000000	251594084.152094
11906.000000	251704110.535793
11907.000000	251813999.861289
11908.000000	251923752.518571
11909.000000	252033368.898634
11910.000000	252142835.678730
11911.000000	252252155.715603
11912.000000	252361340.205078
11913.000000	252470389.542153
11914.000000	252579304.122802
11915.000000	252688084.343975
11916.000000	252796730.603592
11917.000000	252905243.300538
11918.000000	253013622.834655
11919.000000	253121869.606741
11920.000000	253229971.910550
11921.000000	253337925.147637
11922.000000	253445746.382006
11923.000000	253553436.018258
11924.000000	253660994.461929
11925.000000	253768422.119482
11926.000000	253875719.398301
11927.000000	253982886.706690
11928.000000	254089924.453865
11929.000000	254196815.407739
11930.000000	254303562.247585
11931.000000	254410180.310825
11932.000000	254516670.010313
11933.000000	254623031.759797
11934.000000	254729265.973911
11935.000000	254835373.068172
11936.000000	254941353.458977
11937.000000	255047188.675431
11938.000000	255152880.547857
11939.000000	255258446.522995
11940.000000	255363887.020737
11941.000000	255469202.461836
11942.000000	255574393.267901
11943.000000	255679459.861389
11944.000000	255784396.884871
11945.000000	255889177.061978
11946.000000	255993833.850862
11947.000000	256098367.677361
11948.000000	256202778.968146
11949.000000	256307068.150713
11950.000000	256411235.653383
11951.000000	256515270.582265
11952.000000	256619153.855040
11953.000000	256722916.289843
11954.000000	256826558.318266
11955.000000	256930080.372703
11956.000000	257033482.886347
11957.000000	257136766.293193
11958.000000	257239895.524901
11959.000000	257342896.969927
11960.000000	257445780.167070
11961.000000	257548545.553488
11962.000000	257651193.567115
11963.000000	257753724.646663
11964.000000	257856108.420933
11965.000000	257958359.452002
11966.000000	258060494.422034
11967.000000	258162513.772820
11968.000000	258264417.946906
11969.000000	258366207.387596
11970.000000	258467843.141726
11971.000000	258569354.503648
11972.000000	258670752.018949
11973.000000	258772036.133923
11974.000000	258873207.295607
11975.000000	258974256.637214
11976.000000	259075151.294435
11977.000000	259175933.896301
11978.000000	259276604.892773
11979.000000	259377164.734536
11980.000000	259477613.872992
11981.000000	259577910.763435
11982.000000	259678085.466408
11983.000000	259778150.377056
11984.000000	259878105.949633
11985.000000	259977952.639094
11986.000000	260077659.341482
11987.000000	260177233.250461
11988.000000	260276699.197913
11989.000000	260376057.641583
11990.000000	260475309.039903
11991.000000	260574423.910429
11992.000000	260673404.218605
11993.000000	260772278.413389
11994.000000	260871046.955939
11995.000000	260969710.308089
11996.000000	261068231.792711
11997.000000	261166625.779573
11998.000000	261264915.518131
11999.000000	261363101.472885
